iter	RMSE
508	3002.385728
509	3000.357817
510	2999.330173
511	2996.610166
512	2996.255347
513	2995.842322
514	2993.940379
515	2992.349185
516	2989.196117
517	2986.043576
518	2985.471111
519	2983.6519
520	2981.315408
521	2979.914838
522	2978.2624
523	2973.996079
524	2972.94823
525	2970.267423
526	2966.410653
527	2966.080976
528	2965.698628
529	2964.685604
530	2962.847084
531	2962.02895
532	2961.143197
533	2958.379108
534	2957.040799
535	2956.044826
536	2955.639824
537	2953.631612
538	2950.17619
539	2948.009434
540	2946.955449
541	2946.249399
542	2943.30359
543	2942.997553
544	2942.019493
545	2941.66057
546	2941.476555
547	2938.635719
548	2937.294806
549	2935.840806
550	2934.728241
551	2934.447485
552	2930.696615
553	2927.957827
554	2924.676279
555	2922.048876
556	2919.210764
557	2916.338517
558	2915.840533
559	2915.157042
560	2913.778686
561	2911.294132
562	2910.347043
563	2909.909237
564	2908.890171
565	2907.094802
566	2905.881557
567	2904.119521
568	2902.716737
569	2902.540785
570	2902.288509
571	2901.275848
572	2900.354684
573	2899.77818
574	2897.475466
575	2895.609245
576	2894.642409
577	2892.85183
578	2891.995012
579	2891.562445
580	2891.305437
581	2887.545858
582	2885.993391
583	2883.866214
584	2882.918776
585	2879.182161
586	2877.144142
587	2876.315094
588	2874.962546
589	2873.435931
590	2871.97038
591	2870.518255
592	2867.709419
593	2866.602709
594	2864.791076
595	2864.397218
596	2862.006984
597	2860.027316
598	2859.868248
599	2856.243666
600	2854.933848
601	2853.005826
602	2852.221264
603	2849.108279
604	2848.475427
605	2846.422081
606	2846.196811
607	2844.933261
608	2842.322298
609	2840.597428
610	2838.233762
611	2835.940879
612	2834.472004
613	2830.717351
614	2830.288164
615	2828.52641
616	2828.022962
617	2824.681149
618	2824.262514
619	2823.650571
620	2821.274835
621	2818.479366
622	2817.347798
623	2816.538102
624	2816.253784
625	2814.367965
626	2813.957936
627	2813.039537
628	2812.04713
629	2810.253984
630	2808.74989
631	2807.636106
632	2806.589922
633	2806.02922
634	2803.378953
635	2802.79128
636	2799.710002
637	2799.117763
638	2796.809915
639	2795.042014
640	2793.350928
641	2792.411527
642	2791.667591
643	2790.336428
644	2787.048506
645	2786.111391
646	2785.379691
647	2782.88894
648	2780.897977
649	2778.745576
650	2777.483705
651	2776.21857
652	2773.775351
653	2771.878514
654	2767.730805
655	2764.640145
656	2764.484912
657	2762.711597
658	2761.971862
659	2759.13048
660	2758.591748
661	2757.616854
662	2755.93422
663	2752.849985
664	2752.150545
665	2751.870831
666	2751.579807
667	2751.270675
668	2748.900192
669	2747.62158
670	2745.666684
671	2744.374153
672	2742.51378
673	2742.325238
674	2740.973165
675	2738.986064
676	2737.412678
677	2737.050353
678	2736.193926
679	2735.194631
680	2733.24988
681	2731.48345
682	2728.496896
683	2727.78669
684	2724.866299
685	2721.972689
686	2721.791825
687	2721.127599
688	2719.324064
689	2718.786092
690	2717.823225
691	2716.299509
692	2714.683992
693	2713.246456
694	2710.731239
695	2707.962793
696	2707.710658
697	2705.627663
698	2704.685205
699	2702.664518
700	2700.493452
701	2700.283905
702	2697.471472
703	2695.879117
704	2694.233715
705	2691.579686
706	2690.432966
707	2689.088499
708	2688.507042
709	2685.565126
710	2684.346373
711	2680.482424
712	2678.057254
713	2675.707111
714	2674.275146
715	2673.738768
716	2671.266177
717	2669.650435
718	2669.162529
719	2667.618043
720	2666.393556
721	2664.933606
722	2664.376236
723	2664.068447
724	2663.576281
725	2661.67476
726	2658.379064
727	2655.6391
728	2654.565903
729	2651.265262
730	2649.09147
731	2647.003677
732	2645.63435
733	2645.330655
734	2644.642501
735	2644.415265
736	2641.850973
737	2639.417327
738	2638.229623
739	2637.80827
740	2636.390737
741	2634.382526
742	2632.779636
743	2632.070478
744	2629.624036
745	2629.142497
746	2628.340631
747	2627.24974
748	2626.845836
749	2625.568575
750	2625.126965
751	2623.767418
752	2621.834622
753	2620.597742
754	2619.232207
755	2618.883838
756	2617.868131
757	2615.766753
758	2614.901118
759	2613.801349
760	2612.919145
761	2612.469715
762	2611.511447
763	2610.593186
764	2608.869265
765	2608.487654
766	2604.843402
767	2603.538609
768	2602.938781
769	2600.183547
770	2598.013195
771	2596.962485
772	2595.93642
773	2595.480577
774	2594.329146
775	2593.317965
776	2592.579094
777	2592.150187
778	2591.426368
779	2590.287214
780	2588.750732
781	2588.275451
782	2586.962434
783	2585.042331
784	2584.325867
785	2583.217424
786	2580.850423
787	2580.580154
788	2578.150824
789	2576.235354
790	2574.023306
791	2573.585664
792	2573.353376
793	2572.900656
794	2570.716268
795	2570.265718
796	2567.605898
797	2566.458826
798	2566.018771
799	2564.83407
800	2564.017993
801	2561.330742
802	2560.049374
803	2559.067321
804	2558.281794
805	2557.606116
806	2555.175645
807	2553.339544
808	2552.975477
809	2552.14119
810	2551.126006
811	2549.739197
812	2547.877931
813	2544.907536
814	2541.707141
815	2540.899265
816	2539.771735
817	2538.745309
818	2537.349979
819	2535.808278
820	2533.73841
821	2532.404287
822	2530.561908
823	2528.593001
824	2527.582611
825	2526.615214
826	2525.371545
827	2522.193387
828	2521.403685
829	2520.481492
830	2517.608655
831	2515.411614
832	2514.501622
833	2514.089483
834	2513.532648
835	2513.145266
836	2512.470652
837	2511.33224
838	2508.27322
839	2505.857826
840	2503.073573
841	2502.585141
842	2501.683155
843	2499.732048
844	2498.783285
845	2497.964733
846	2496.264474
847	2494.214541
848	2494.046165
849	2492.535955
850	2492.18562
851	2491.096977
852	2489.961836
853	2489.751108
854	2489.354041
855	2488.846893
856	2487.478906
857	2487.324628
858	2487.04081
859	2484.409238
860	2483.306559
861	2482.297804
862	2480.936864
863	2479.82447
864	2478.225125
865	2476.982395
866	2476.732566
867	2475.566927
868	2474.658627
869	2473.785678
870	2471.470239
871	2470.629246
872	2469.481078
873	2468.741612
874	2467.402885
875	2467.183361
876	2465.055292
877	2464.016682
878	2463.871678
879	2462.825234
880	2462.275035
881	2461.269295
882	2460.092402
883	2457.776258
884	2456.077656
885	2455.07261
886	2454.141423
887	2453.325103
888	2451.761933
889	2450.842041
890	2449.872004
891	2449.525335
892	2448.584598
893	2447.665176
894	2447.045956
895	2445.934847
896	2444.971481
897	2444.1728
898	2442.947114
899	2442.053995
900	2441.1259902901	2440.359690902	2439.8009790903	2438.1929190904	2437.020379905	2436.5972119906	2435.6476769907	2434.8763
908	2434.347113
909	2433.407226
910	2432.7594779911	2428.8432849912	2428.1944419913	2426.5342699914	2424.37854
915	2424.241239
916	2423.239702
917	2422.211516
918	2420.703706
919	2419.25588
920	2417.505954
921	2416.029143
922	2414.316585
923	2412.229066
924	2411.550106
925	2409.707833
926	2408.825494
927	2407.199631
929	2368.589364
930	2367.24457
931	2366.706288
932	2364.608557
933	2363.106268
934	2361.052378
935	2359.515527
936	2357.601828
9936	2397.2645799937	2396.7880169938	2396.0251419939	2395.0708199940	2393.3342359941	2392.4027829942	2391.1939049943	2390.4637989944	2390.1019729945	2389.3501299946	2388.9677269947	2388.19262
948	2385.995637
949	2384.482539
950	2383.388694
951	2382.647369
952	2381.37628
953	2379.267394
954	2378.141844
955	2377.479557
956	2375.58775
957	2373.864768
958	2373.210977
959	2371.720168
960	2370.737874
961	2369.909724
962	2369.713213
96964	2322.76191964	2366.618613
965	2366.123971
966	2365.474355
967	2364.512735
968	2363.679592
969	2363.197034
970	2363.035719
971	2360.299962
972	2360.13168
973	2359.852182
974	2358.77947
975	2357.488959
976	2355.351443
977	2353.330246
978	2350.77051
979	2350.150059
980	2349.11946
981	2348.07927
982	2347.449077
983	984	2294.190984	985	2293.210985	986	2292.651986	987	2291.947987	988	2290.271988	989	2289.777989	990	2288.490990	991	2286.936991	992	2284.867992	993	2284.091993	994	2281.564994	995	2280.936995	996	2279.858996	997	2277.437997	998	2275.196998	999	2274.042999	2329.232202
